system:index,NDWI,WaterPct,Year,.geo
0,-0.27564103601612944,0.0,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-0.2077416919437861,1.487119793039575E-4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-0.2692396901225795,0.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,-0.26056071379447593,0.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,-0.26806609775950285,0.0,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
