system:index,ImperviousPct,NDBI,NDVI,RUSLE,Year,.geo
0,15.066237396527809,-0.08798790894291528,0.2675520613173012,66.6544390775129,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,9.277680862059553,-0.10667303367741918,0.20115453384982054,70.93061005986303,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.03727197223163408,-0.10766939361760629,0.26091116304939416,66.78935635988577,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.7603482335253353,-0.08950248524249384,0.25227804996088854,67.06196918834337,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.283266988960419,-0.11151679506614325,0.26283691074053633,65.76243869861663,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
