system:index,ImperviousPct,NDBI,NDVI,RUSLE,Year,.geo
0,69.59308489392146,0.009837236356289865,0.05458608118558638,10.64374326682416,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,76.63208832073244,0.014206203059255209,0.05384030580612005,10.675912314194136,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,86.95000227978247,0.01927099883354477,0.06032691607062039,10.584308103371283,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,85.34574613097266,0.016210608228063958,0.07339158581063254,10.461057498525726,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,64.57835605245404,0.008136632673031127,0.08403078291722325,10.353764286414117,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
