system:index,NDWI,WaterPct,Year,.geo
0,-0.09607054042503468,0.0,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-0.1099645456233881,0.0,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-0.12440016487631546,0.0,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,-0.14128150728635913,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
